Player,Cap Hit,Term,Total,Date,Level,Cap %,POS,Sign Age,Sign Status,Sign Expiry,Structure,GM,Agent,Draft Year,Draft Round
Calvin de Haan,"$4,550,000",4yr,$18.20M,3-Jul-18,STD,5.70%,D,27,UFA,UFA,1-Way,Don Waddell,Andy Scott,2009,1
Robby Fabbri,"$925,000",1yr,$925k,3-Jul-18,STD,1.20%,C,22,RFA,RFA,1-Way,Doug Armstrong,Mark Guy,2014,1
Justin Holl,"$675,000",2yr,$1.35M,3-Jul-18,STD,0.80%,D,26,RFA,UFA,1-Way,Kyle Dubas,Brian & Scott Bartlett,2010,2
MacKenzie MacEachern,"$650,000",1yr,$650k,3-Jul-18,STD,0.80%,LW,24,RFA,RFA,2-Way,Doug Armstrong,Lewis Gross,2012,3
Robin Lehner,"$1,500,000",1yr,$1.50M,3-Jul-18,STD,1.90%,G,26,UFA,UFA,1-Way,Lou Lamoriello,Craig Oster,2009,2
Brad Richardson,"$1,250,000",2yr,$2.50M,3-Jul-18,STD,1.60%,RW,33,UFA,UFA,1-Way,John Chayka,Mark Guy,2003,5
Riley Barber,"$650,000",1yr,$650k,3-Jul-18,STD,0.80%,RW,24,RFA,UFA,2-Way,Brian MacLellan,Stephen F. Reich,2012,6
Sean Kuraly,"$1,275,000",3yr,$3.83M,3-Jul-18,STD,1.60%,C,25,RFA,UFA,1-Way,Don Sweeney,Justin Duberman,2011,5
Remi Elie,"$735,000",1yr,$735k,3-Jul-18,STD,0.90%,LW,23,RFA,RFA,1-Way,Jim Nill,Serge Payer,2013,2
Skyler Mckenzie,"$741,666",3yr,$2.22M,2-Jul-18,ELC,0.90%,LW,20,,UFA,2-Way,Kevin Cheveldayoff,Andrew & Dave Maloney,2017,7
Sheldon Dries,"$925,000",1yr,$925k,2-Jul-18,ELC,1.20%,C,24,,RFA,2-Way,Joe Sakic,Richard Evans,,
Sean Walker,"$745,000",2yr,$1.49M,2-Jul-18,ELC,0.90%,D,23,,RFA,2-Way,Rob Blake,Kurt Overhardt,,
Jacob MacDonald,"$750,000",2yr,$1.50M,2-Jul-18,STD,0.90%,D,25,,UFA,2-Way,Dale Tallon,Richard Evans,,
Scott Kosmachuk,"$650,000",1yr,$650k,2-Jul-18,STD,0.80%,RW,24,,UFA,2-Way,Joe Sakic,Claude Lemieux,2012,3
Anton Blidh,"$650,000",1yr,$650k,2-Jul-18,STD,0.80%,LW,23,RFA,RFA,2-Way,Don Sweeney,Claude Lemieux,2013,6
Tom Kuhnhackl,"$700,000",1yr,$700k,2-Jul-18,STD,0.90%,C,26,UFA,UFA,1-Way,Lou Lamoriello,Roland Thompson,2010,4
Mike Sislo,"$650,000",1yr,$650k,2-Jul-18,STD,0.80%,RW,30,UFA,UFA,2-Way,Lou Lamoriello,Daniel Plante,,
Ben Street,"$750,000",1yr,$750k,2-Jul-18,STD,0.90%,C,31,UFA,UFA,1-Way,Bob Murray,Kurt Overhardt,,
Tomas Hertl,"$5,625,000",4yr,$22.50M,2-Jul-18,STD,7.10%,C,24,RFA,UFA,1-Way,Doug Wilson,Craig Oster,2012,1
Carter Rowney,"$1,133,333",3yr,$3.40M,2-Jul-18,STD,1.40%,RW,29,UFA,UFA,1-Way,Bob Murray,Allain Roy,,
Buddy Robinson,"$700,000",2yr,$1.40M,2-Jul-18,STD,0.90%,RW,26,RFA,UFA,2-Way,Brad Treliving,,,
Brian Gibbons,"$1,000,000",1yr,$1.00M,2-Jul-18,STD,1.30%,C,30,UFA,UFA,1-Way,Bob Murray,Robert Murray,,
Dan Renouf,"$650,000",1yr,$650k,2-Jul-18,STD,0.80%,D,24,UFA,RFA,2-Way,Don Waddell,Todd Reynolds,,
Paul Thompson,"$675,000",2yr,$1.35M,2-Jul-18,STD,0.80%,RW,29,UFA,UFA,2-Way,Dale Tallon,Alexander Schall,,
Slater Koekkoek,"$865,000",1yr,$865k,2-Jul-18,STD,1.10%,D,24,RFA,RFA,1-Way,Steve Yzerman,Murray Koontz,2012,1
Joe Thornton,"$5,000,000",1yr,$5.00M,2-Jul-18,STD,6.30%,C,39,UFA,UFA,1-Way,Doug Wilson,John Thornton,1997,1
Zac Rinaldo,"$650,000",1yr,$650k,2-Jul-18,STD,0.80%,C,28,UFA,UFA,2-Way,David Poile,Todd Reynolds,2008,6
James Neal,"$5,750,000",5yr,$28.75M,2-Jul-18,STD,7.20%,LW,30,UFA,UFA,1-Way,Brad Treliving,Patrick Morris,2005,2
Chris Terry,"$675,000",2yr,$1.35M,1-Jul-18,STD,0.80%,LW,29,UFA,UFA,2-Way,Ken Holland,Mark Guy,2007,5
Kevin Lynch,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,27,,UFA,2-Way,Steve Yzerman,,2009,2
Matt Lorito,"$675,000",2yr,$1.35M,1-Jul-18,STD,0.80%,C,27,UFA,UFA,Mixed,Lou Lamoriello,Rand Simon,,
Kurtis Gabriel,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,RW,25,UFA,RFA,2-Way,Ray Shero,Todd Reynolds,2013,3
Martin Fehervary,"$791,667",3yr,$2.38M,1-Jul-18,ELC,1%,D,18,,RFA,2-Way,Brian MacLellan,Claude Lemieux,2018,2
Curtis McKenzie,"$750,000",2yr,$1.50M,1-Jul-18,STD,0.90%,C,27,UFA,UFA,1-Way,George McPhee,Ross Gurney,2009,6
Joe Cannata,"$665,000",1yr,$665k,1-Jul-18,STD,0.80%,G,28,UFA,UFA,2-Way,Joe Sakic,Jerry Buckley,2009,6
Travis Boyd,"$800,000",2yr,$1.60M,1-Jul-18,STD,1%,C,24,RFA,UFA,1-Way,Brian MacLellan,Ben Hankinson,2011,6
Joel L'Esperance,"$722,500",2yr,$1.45M,1-Jul-18,ELC,0.90%,C,22,,RFA,2-Way,Jim Nill,Edward Ward,,
Dennis Everberg,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,RW,26,,UFA,2-Way,Kevin Cheveldayoff,Peter Wallen,,
Jimmy Oligny,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,25,,UFA,2-Way,George McPhee,Ian Pulver,,
Alex Gallant,"$650,000",1yr,$650k,1-Jul-18,ELC,0.80%,C,25,,UFA,2-Way,George McPhee,Allain Roy,,
Stefan Elliott,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,27,,UFA,2-Way,Jim Rutherford,Kevin Epp,2009,2
Brandon Hickey,"$925,000",2yr,$1.85M,1-Jul-18,ELC,1.20%,D,22,,UFA,2-Way,Jason Botterill,,2014,3
Andrei Svechnikov,"$925,000",3yr,$2.78M,1-Jul-18,ELC,1.20%,RW,18,,RFA,2-Way,Don Waddell,Mark Gandler & Todd Diamond,2018,1
Axel Andersson,"$772,500",3yr,$2.32M,1-Jul-18,ELC,1%,D,18,,UFA,2-Way,Don Sweeney,Lewis Gross,2018,2
Jesperi Kotkaniemi,"$925,000",3yr,$2.78M,1-Jul-18,ELC,1.20%,C,17,,RFA,2-Way,Marc Bergevin,Markus Lehto,2018,1
Colton Point,"$925,000",3yr,$2.78M,1-Jul-18,ELC,1.20%,G,20,,RFA,2-Way,Jim Nill,David Gagner,2016,5
Adam Boqvist,"$894,167",3yr,$2.68M,1-Jul-18,ELC,1.10%,D,17,,RFA,2-Way,Stan Bowman,Peter Wallen,2018,1
Michael Mersch,"$675,000",2yr,$1.35M,1-Jul-18,STD,0.80%,LW,25,RFA,UFA,2-Way,Jim Nill,Justin Duberman,2011,4
Zach Fucale,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,G,23,UFA,UFA,2-Way,George McPhee,Allain Roy,2013,2
Austin Czarnik,"$1,250,000",2yr,$2.50M,1-Jul-18,STD,1.60%,C,25,UFA,UFA,1-Way,Brad Treliving,Brian & Scott Bartlett,,
Joey Laleggia,"$675,000",2yr,$1.35M,1-Jul-18,STD,0.80%,D,26,UFA,UFA,2-Way,Doug Armstrong,Justin Duberman,2012,5
Luke Schenn,"$800,000",1yr,$800k,1-Jul-18,STD,1%,D,28,UFA,UFA,1-Way,Bob Murray,Ben Hankinson,2008,1
Anton Rodin,"$750,000",1yr,$750k,1-Jul-18,STD,0.90%,RW,27,UFA,UFA,1-Way,Bob Murray,Michael Deutsch,2009,2
Valtteri Filppula,"$2,750,000",1yr,$2.75M,1-Jul-18,STD,3.50%,C,34,UFA,UFA,1-Way,Lou Lamoriello,Markus Lehto,2002,3
Jared Coreau,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,G,26,RFA,UFA,2-Way,Bob Murray,Jerry Buckley,,
Tyler Graovac,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,25,RFA,RFA,2-Way,Brad Treliving,Daniel Plante,2011,7
Jarred Tinordi,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,26,RFA,UFA,2-Way,David Poile,Wade Arnott,2010,1
John Ramage,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,27,UFA,UFA,2-Way,Ray Shero,Markus Lehto,2010,4
Rocco Grimaldi,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,LW,25,RFA,RFA,2-Way,David Poile,Kurt Overhardt,2011,2
Seth Griffith,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,RW,25,RFA,UFA,2-Way,Kevin Cheveldayoff,Paul Capizzano,2012,5
Connor Brickley,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,26,RFA,UFA,2-Way,David Poile,Kent Hughes,2010,2
J.T. Brown,"$687,500",2yr,$1.38M,1-Jul-18,STD,0.90%,RW,27,UFA,UFA,1-Way,Paul Fenton,Dean Grillo,,
Chris Kunitz,"$1,000,000",1yr,$1.00M,1-Jul-18,STD,1.30%,LW,38,UFA,UFA,1-Way,Stan Bowman,Ben Hankinson,,
Josh Jooris,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,27,UFA,UFA,1-Way,Kyle Dubas,Lewis Gross,,
Dillon Simpson,"$675,000",2yr,$1.35M,1-Jul-18,STD,0.80%,D,25,RFA,UFA,2-Way,Jarmo Kekalainen,Justin Duberman,2011,4
Cameron Schilling,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,29,UFA,UFA,2-Way,Kevin Cheveldayoff,Wade Arnott,,
Alan Quine,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,C,25,UFA,RFA,2-Way,Brad Treliving,J.P. Barry,2011,3
Alan Quine,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,C,25,UFA,RFA,2-Way,Brad Treliving,J.P. Barry,2013,6
Jared McCann,"$1,250,000",2yr,$2.50M,1-Jul-18,STD,1.60%,C,22,RFA,RFA,1-Way,Dale Tallon,Joseph Resnick,2014,1
Jordan Subban,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,23,UFA,UFA,2-Way,Kyle Dubas,Mark Guy,2013,4
Martin Marincin,"$800,000",1yr,$800k,1-Jul-18,STD,1%,D,26,RFA,UFA,1-Way,Kyle Dubas,Gerry Johannson,2010,2
Sven Baertschi,"$3,366,667",3yr,$10.10M,1-Jul-18,STD,4.20%,LW,25,RFA,UFA,1-Way,Jim Benning,,2011,1
Paul Carey,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,C,29,UFA,UFA,2-Way,Pierre Dorion,Matt Keator,2007,5
Cody Goloubef,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,28,UFA,UFA,2-Way,Don Sweeney,,2008,2
Leo Komarov,"$3,000,000",4yr,$12.00M,1-Jul-18,STD,3.80%,C,31,UFA,UFA,1-Way,Lou Lamoriello,Mark Gandler & Todd Diamond,2006,6
Mark McNeill,"$650,000",1yr,$650k,1-Jul-18,ELC,0.80%,C,25,RFA,UFA,2-Way,Don Sweeney,Craig Oster,2011,1
Adam Cracknell,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,RW,32,UFA,UFA,1-Way,Kyle Dubas,Paul Capizzano,2004,9
Riley Nash,"$2,750,000",3yr,$8.25M,1-Jul-18,STD,3.50%,C,29,UFA,UFA,1-Way,Jarmo Kekalainen,Kurt Overhardt,2007,1
Erik Condra,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,RW,31,UFA,UFA,2-Way,Jim Nill,,2006,7
Harri Sateri,"$750,000",1yr,$750k,1-Jul-18,STD,0.90%,G,28,UFA,UFA,2-Way,Ken Holland,Mark Gandler & Todd Diamond,2008,4
Michael Sgarbossa,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,25,RFA,RFA,2-Way,Brian MacLellan,Paul Capizzano,,
Wade Megan,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,27,UFA,UFA,2-Way,Ken Holland,Jay Grossman,2009,5
Jayson Megna,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,28,UFA,UFA,2-Way,Brian MacLellan,Daniel Plante,,
Joel Hanley,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,27,UFA,UFA,2-Way,Jim Nill,Lewis Gross,,
Mike McKenna,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,G,35,UFA,UFA,2-Way,Pierre Dorion,Allain Roy,2002,6
Jake Chelios,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,27,UFA,UFA,2-Way,Ken Holland,Stephen F. Reich,,
Jimmy Hayes,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,RW,28,UFA,UFA,2-Way,Jim Rutherford,Robert Murray,2008,2
Zach Trotman,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,27,UFA,UFA,2-Way,Jim Rutherford,Gerry Johannson,2010,7
John Muse,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,G,29,UFA,UFA,2-Way,Jim Rutherford,,,
Cameron Gaunce,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,28,UFA,UFA,2-Way,Steve Yzerman,Anton Thun,2008,2
Andrew Hammond,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,G,30,UFA,UFA,2-Way,Paul Fenton,Daniel Plante,,
Vladislav Namestnikov,"$4,000,000",2yr,$8.00M,1-Jul-18,STD,5%,C,25,RFA,UFA,1-Way,Jeff Gorton,Daniel Milstein,2011,1
Ryan McDonagh,"$6,750,000",7yr,$47.25M,1-Jul-18,STD,8.30%,D,29,UFA,UFA,1-Way,Steve Yzerman,Ben Hankinson,2007,1
Fredrik Claesson,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,D,25,UFA,UFA,1-Way,Jeff Gorton,Craig Oster,2011,5
Tyler Wotherspoon,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,D,25,RFA,UFA,2-Way,Doug Armstrong,Kevin Epp,2011,2
Nic Dowd,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,28,UFA,UFA,1-Way,Brian MacLellan,Dean Grillo,2009,7
Chad Johnson,"$1,750,000",1yr,$1.75M,1-Jul-18,STD,2.20%,G,32,UFA,UFA,1-Way,Doug Armstrong,Gerry Johannson,2006,5
Adam Clendening,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,D,25,UFA,UFA,2-Way,Jarmo Kekalainen,Ian Pulver,2011,2
Laurent Brossoit,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,G,25,RFA,RFA,1-Way,Kevin Cheveldayoff,Ray (Raynold) Petkau,2011,6
Daniel Carr,"$750,000",1yr,$750k,1-Jul-18,STD,0.90%,LW,26,UFA,UFA,1-Way,George McPhee,Brian & Scott Bartlett,,
Michael Hutchinson,"$1,300,000",1yr,$1.30M,1-Jul-18,ELC,1.60%,G,28,UFA,UFA,2-Way,Dale Tallon,Michael Liut,2008,3
Tobias Rieder,"$2,000,000",1yr,$2.00M,1-Jul-18,STD,2.50%,C,25,UFA,UFA,1-Way,Peter Chiarelli,Darren Ferris,2011,4
Eric Fehr,"$1,000,000",1yr,$1.00M,1-Jul-18,STD,1.30%,C,32,UFA,UFA,1-Way,Paul Fenton,Craig Oster,2003,1
Matt Cullen,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,41,UFA,UFA,1-Way,Jim Rutherford,Patrick Morris,1996,2
John Moore,"$2,750,000",5yr,$13.75M,1-Jul-18,STD,3.50%,D,27,UFA,UFA,1-Way,Don Sweeney,Matthew Oates,2009,1
Nick Holden,"$2,200,000",2yr,$4.40M,1-Jul-18,STD,2.80%,D,31,UFA,UFA,1-Way,George McPhee,Allain Roy,,
Valeri Nichushkin,"$2,950,000",2yr,$5.90M,1-Jul-18,STD,3.70%,RW,23,,RFA,1-Way,Jim Nill,Mark Gandler & Todd Diamond,2013,1
John Tavares,"$11,000,000",7yr,$77.00M,1-Jul-18,STD,13.80%,C,27,UFA,UFA,1-Way,Kyle Dubas,Pat Brisson,2009,1
Scott Wilson,"$1,050,000",2yr,$2.10M,1-Jul-18,STD,1.30%,LW,26,UFA,UFA,1-Way,Jason Botterill,Brian & Scott Bartlett,2011,7
Maxime Lagace,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,G,25,RFA,RFA,2-Way,George McPhee,Allain Roy,,
Matt Bartkowski,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,30,UFA,UFA,2-Way,Paul Fenton,Stephen F. Reich,2008,7
Tommy Cross,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,D,28,UFA,UFA,2-Way,Jarmo Kekalainen,George Bazos,2007,2
Mike Liambas,"$675,000",2yr,$1.35M,1-Jul-18,STD,0.80%,LW,29,UFA,UFA,2-Way,Paul Fenton,,,
Michael Chaput,"$675,000",2yr,$1.35M,1-Jul-18,STD,0.80%,C,26,UFA,UFA,2-Way,Marc Bergevin,J.P. Barry,2010,3
Kenny Agostino,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,LW,26,RFA,UFA,2-Way,Marc Bergevin,Lewis Gross,2010,5
Kyle Brodziak,"$1,150,000",2yr,$2.30M,1-Jul-18,STD,1.40%,C,34,UFA,UFA,1-Way,Peter Chiarelli,Allain Roy,2003,7
Kevin Gravel,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,D,26,RFA,UFA,1-Way,Peter Chiarelli,Dean Grillo,2010,5
Petr Mrazek,"$1,500,000",1yr,$1.50M,1-Jul-18,STD,1.90%,G,26,UFA,UFA,1-Way,Don Waddell,Craig Oster,2010,5
Michael Grabner,"$3,350,000",3yr,$10.05M,1-Jul-18,STD,4.20%,LW,30,UFA,UFA,1-Way,John Chayka,Jerry Buckley,2006,1
Brandon Manning,"$2,250,000",2yr,$4.50M,1-Jul-18,STD,2.80%,D,28,UFA,UFA,1-Way,Stan Bowman,Gerry Johannson,,
Matthew Peca,"$1,300,000",2yr,$2.60M,1-Jul-18,STD,1.60%,C,25,RFA,UFA,1-Way,Marc Bergevin,Jay Grossman,2011,7
Joakim Nordstrom,"$1,000,000",2yr,$2.00M,1-Jul-18,STD,1.30%,C,26,UFA,UFA,1-Way,Don Sweeney,J.P. Barry,2010,3
Tim Schaller,"$1,900,000",2yr,$3.80M,1-Jul-18,STD,2.40%,LW,27,UFA,UFA,1-Way,Jim Benning,Marc Levine,,
Tomas Plekanec,"$3,500,000",1yr,$3.50M,1-Jul-18,STD,4.40%,C,35,UFA,UFA,1-Way,Marc Bergevin,,2001,3
Eric Gryba,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,D,30,UFA,UFA,2-Way,Ray Shero,Richard Curran,2006,3
Brian Flynn,"$650,000",1yr,$650k,1-Jul-18,STD,0.80%,C,29,UFA,UFA,1-Way,Doug Armstrong,Richard Curran,,
Xavier Ouellet,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,D,24,RFA,RFA,2-Way,Marc Bergevin,Ian Pulver,2011,2
Matt Calvert,"$2,850,000",3yr,$8.55M,1-Jul-18,STD,3.60%,LW,28,UFA,UFA,1-Way,Joe Sakic,Joe Caligiuri,2008,5
Blake Comeau,"$2,400,000",3yr,$7.20M,1-Jul-18,STD,3%,LW,32,UFA,UFA,1-Way,Jim Nill,Kurt Overhardt,2004,2
Ian Cole,"$4,250,000",3yr,$12.75M,1-Jul-18,STD,5.30%,D,29,UFA,UFA,1-Way,Joe Sakic,Kevin Magnuson,2007,1
Roman Polak,"$1,300,000",1yr,$1.30M,1-Jul-18,STD,1.60%,D,32,UFA,UFA,1-Way,Jim Nill,Allan Walsh,2004,6
Jaroslav Halak,"$2,750,000",2yr,$5.50M,1-Jul-18,STD,3.50%,G,33,UFA,UFA,1-Way,Don Sweeney,Allan Walsh,2003,9
Cam Ward,"$3,000,000",1yr,$3.00M,1-Jul-18,STD,3.80%,G,34,UFA,UFA,1-Way,Stan Bowman,Richard Curran,2002,1
Nick Seeler,"$725,000",3yr,$2.18M,1-Jul-18,STD,0.90%,D,25,RFA,UFA,1-Way,Paul Fenton,Pat Brisson,2011,5
Tyler Bozak,"$5,000,000",3yr,$15.00M,1-Jul-18,STD,6.30%,C,32,UFA,UFA,1-Way,Doug Armstrong,Wade Arnott,,
Thomas Hickey,"$2,500,000",4yr,$10.00M,1-Jul-18,STD,3.10%,D,29,UFA,UFA,1-Way,Lou Lamoriello,Kevin Epp,2007,1
Paul Stastny,"$6,500,000",3yr,$19.50M,1-Jul-18,STD,8.20%,C,32,UFA,UFA,1-Way,George McPhee,Matt Keator,2005,2
Jonathan Bernier,"$3,000,000",3yr,$9.00M,1-Jul-18,STD,3.80%,G,29,UFA,UFA,1-Way,Ken Holland,Pat Brisson,2006,1
Matt Hendricks,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,LW,37,UFA,UFA,1-Way,Paul Fenton,Michael Wulkan,2000,5
Derek Ryan,"$3,125,000",3yr,$9.38M,1-Jul-18,STD,3.90%,C,31,UFA,UFA,1-Way,Brad Treliving,,,
Jay Beagle,"$3,000,000",4yr,$12.00M,1-Jul-18,STD,3.80%,C,32,UFA,UFA,1-Way,Jim Benning,Wade Arnott,,
Anton Khudobin,"$2,500,000",2yr,$5.00M,1-Jul-18,STD,3.10%,G,32,UFA,UFA,1-Way,Jim Nill,Kent Hughes,2004,7
Carter Hutton,"$2,750,000",3yr,$8.25M,1-Jul-18,STD,3.50%,G,32,UFA,UFA,1-Way,Jason Botterill,Jordan Neumann & George Bazos,,
David Perron,"$4,000,000",4yr,$16.00M,1-Jul-18,STD,5%,LW,30,UFA,UFA,1-Way,Doug Armstrong,Allan Walsh,2007,1
Greg Pateryn,"$2,250,000",3yr,$6.75M,1-Jul-18,STD,2.80%,D,28,UFA,UFA,1-Way,Paul Fenton,Alexander Schall,2008,5
Thomas Vanek,"$3,000,000",1yr,$3.00M,1-Jul-18,STD,3.80%,LW,34,UFA,UFA,1-Way,Ken Holland,Stephen Bartlett,2003,1
Jack Johnson,"$3,250,000",5yr,$16.25M,1-Jul-18,STD,4.10%,D,31,UFA,UFA,1-Way,Jim Rutherford,Pat Brisson,2005,1
Scott Wedgewood,"$700,000",1yr,$700k,1-Jul-18,STD,0.90%,G,25,RFA,RFA,2-Way,Jason Botterill,Jordan Neumann & George Bazos,2010,3
Antoine Roussel,"$3,000,000",4yr,$12.00M,1-Jul-18,STD,3.80%,LW,28,UFA,UFA,1-Way,Jim Benning,Allan Walsh,,
Chris Wagner,"$1,250,000",2yr,$2.50M,1-Jul-18,STD,1.60%,RW,27,UFA,UFA,1-Way,Don Sweeney,Justin Duberman,2010,5
James van Riemsdyk,"$7,000,000",5yr,$35.00M,1-Jul-18,STD,8.80%,LW,29,UFA,UFA,1-Way,Ron Hextall,Shawn Hunwick,2007,1
Logan Couture,"$8,000,000",8yr,$64.00M,1-Jul-18,STD,9.80%,C,29,UFA,UFA,1-Way,Doug Wilson,John Thornton,2007,1
Oliver Ekman-Larsson,"$8,250,000",8yr,$66.00M,1-Jul-18,STD,10.10%,D,26,UFA,UFA,1-Way,John Chayka,Kevin Epp,2009,1
Drew Doughty,"$11,000,000",8yr,$88.00M,1-Jul-18,STD,13.50%,D,28,UFA,UFA,1-Way,Rob Blake,Drew Doughty,2008,1
Niklas Hjalmarsson,"$5,000,000",2yr,$10.00M,1-Jul-18,STD,6.10%,D,31,UFA,UFA,1-Way,John Chayka,Kevin Epp,2005,4
Ilya Kovalchuk,"$6,250,000",3yr,$18.75M,1-Jul-18,STD,7.90%,LW,35,,UFA,1-Way,Rob Blake,J.P. Barry,2001,1
Ryan Reaves,"$2,775,000",2yr,$5.55M,30-Jun-18,STD,3.50%,RW,31,UFA,UFA,1-Way,George McPhee,Kevin Epp,2005,5
Brandon Pirri,"$650,000",1yr,$650k,30-Jun-18,STD,0.80%,C,27,UFA,UFA,2-Way,George McPhee,Matthew Oates,2009,2
Dalton Prout,"$800,000",1yr,$800k,30-Jun-18,STD,1%,D,28,UFA,UFA,1-Way,Brad Treliving,Mark Guy,2010,6
Eddie Lack,"$650,000",1yr,$650k,30-Jun-18,STD,0.80%,G,30,UFA,UFA,1-Way,Ray Shero,Ray (Raynold) Petkau,,
Mike Green,"$5,375,000",2yr,$10.75M,30-Jun-18,STD,6.80%,D,32,UFA,UFA,1-Way,Ken Holland,Craig Oster,2004,1
Frank Vatrano,"$925,000",1yr,$925k,29-Jun-18,STD,1.20%,C,24,RFA,RFA,1-Way,Dale Tallon,Peter Fish,,
Seth Helgeson,"$675,000",2yr,$1.35M,29-Jun-18,STD,0.80%,D,27,UFA,UFA,2-Way,Lou Lamoriello,Ben Hankinson,2009,4
Christopher Gibson,"$675,000",2yr,$1.35M,29-Jun-18,STD,0.80%,G,25,,UFA,2-Way,Lou Lamoriello,Emilie Castonguay,2011,2
Valentin Zykov,"$675,000",2yr,$1.35M,29-Jun-18,STD,0.80%,LW,23,RFA,UFA,2-Way,Don Waddell,Rolland Hedges,2013,2
Michal Kempny,"$2,500,000",4yr,$10.00M,29-Jun-18,STD,3.10%,D,27,UFA,UFA,1-Way,Brian MacLellan,J.P. Barry,,
Jean-Sebastien Dea,"$650,000",1yr,$650k,28-Jun-18,STD,0.80%,C,24,RFA,RFA,2-Way,Jim Rutherford,Allain Roy,,
Devante Smith-Pelly,"$1,000,000",1yr,$1.00M,27-Jun-18,STD,1.30%,RW,26,UFA,UFA,1-Way,Brian MacLellan,Eustace King,2010,2
Riley Sheahan,"$2,100,000",1yr,$2.10M,27-Jun-18,STD,2.60%,C,26,UFA,UFA,1-Way,Jim Rutherford,Pat Brisson,2010,1
Kyle Rau,"$700,000",2yr,$1.40M,27-Jun-18,STD,0.90%,C,25,UFA,UFA,2-Way,Paul Fenton,Neil Sheehy,2011,3
Kevin Connauton,"$1,375,000",2yr,$2.75M,27-Jun-18,STD,1.70%,D,28,UFA,UFA,1-Way,John Chayka,Matthew Oates,2009,3
Ross Colton,"$767,500",2yr,$1.54M,26-Jun-18,ELC,1%,C,21,,RFA,2-Way,Steve Yzerman,Lewis Gross,2016,4
Reece Scarlett,"$650,000",1yr,$650k,26-Jun-18,STD,0.80%,D,25,RFA,RFA,2-Way,Jim Nill,Gerry Johannson,2011,6
J.T. Miller,"$5,250,000",5yr,$26.25M,26-Jun-18,STD,6.60%,C,25,RFA,UFA,1-Way,Steve Yzerman,Brian & Scott Bartlett,2011,1
Derrick Pouliot,"$1,100,000",1yr,$1.10M,26-Jun-18,STD,1.40%,D,24,RFA,UFA,1-Way,Jim Benning,Eustace King,2012,1
Joe Morrow,"$1,000,000",1yr,$1.00M,26-Jun-18,STD,1.30%,D,25,RFA,UFA,1-Way,Kevin Cheveldayoff,Gerry Johannson,2011,1
Bryan Rust,"$3,500,000",4yr,$14.00M,26-Jun-18,STD,4.40%,RW,26,RFA,UFA,1-Way,Jim Rutherford,Brian & Scott Bartlett,2010,3
Phillip Di Giuseppe,"$750,000",1yr,$750k,26-Jun-18,STD,0.90%,LW,24,RFA,UFA,1-Way,Don Waddell,Paul Capizzano,2012,2
